arquivo;timestamp;regra;evidencia;confianca
DOC_0293.txt;2026-04-22 01:06:16;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0294.txt;2026-04-22 01:06:18;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0295.txt;2026-04-22 01:06:26;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0296.txt;2026-04-22 01:06:34;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0297.txt;2026-04-22 01:06:37;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0299.txt;2026-04-22 01:06:47;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0300.txt;2026-04-22 01:06:49;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0301.txt;2026-04-22 01:06:57;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0303.txt;2026-04-22 01:07:06;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0303.txt;2026-04-22 01:07:06;STATUS inconsistente;Cancelado com data de pagamento;Médio
DOC_0305.txt;2026-04-22 01:07:16;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0306.txt;2026-04-22 01:07:19;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0307.txt;2026-04-22 01:07:21;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0308.txt;2026-04-22 01:07:23;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0310.txt;2026-04-22 01:07:38;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0311.txt;2026-04-22 01:07:41;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0313.txt;2026-04-22 01:07:50;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0314.txt;2026-04-22 01:07:53;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0315.txt;2026-04-22 01:07:55;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0316.txt;2026-04-22 01:08:03;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0317.txt;2026-04-22 01:08:05;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0318.txt;2026-04-22 01:08:13;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0318.txt;2026-04-22 01:08:13;STATUS inconsistente;Cancelado com data de pagamento;Médio
DOC_0319.txt;2026-04-22 01:08:15;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0321.txt;2026-04-22 01:08:25;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0321.txt;2026-04-22 01:08:25;STATUS inconsistente;Cancelado com data de pagamento;Médio
DOC_0322.txt;2026-04-22 01:08:27;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0323.txt;2026-04-22 01:08:35;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0323.txt;2026-04-22 01:08:35;STATUS inconsistente;Cancelado com data de pagamento;Médio
DOC_0324.txt;2026-04-22 01:08:37;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0324.txt;2026-04-22 01:08:37;STATUS inconsistente;Cancelado com data de pagamento;Médio
DOC_0325.txt;2026-04-22 01:08:45;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0327.txt;2026-04-22 01:08:50;STATUS inconsistente;Cancelado com data de pagamento;Médio
DOC_0328.txt;2026-04-22 01:08:57;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0330.txt;2026-04-22 01:09:07;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0331.txt;2026-04-22 01:09:10;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0332.txt;2026-04-22 01:09:12;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0332.txt;2026-04-22 01:09:12;STATUS inconsistente;Cancelado com data de pagamento;Médio
DOC_0333.txt;2026-04-22 01:09:19;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0333.txt;2026-04-22 01:09:19;STATUS inconsistente;Cancelado com data de pagamento;Médio
DOC_0334.txt;2026-04-22 01:09:22;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0335.txt;2026-04-22 01:09:24;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0336.txt;2026-04-22 01:09:32;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0336.txt;2026-04-22 01:09:32;STATUS inconsistente;Cancelado com data de pagamento;Médio
DOC_0338.txt;2026-04-22 01:09:36;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0339.txt;2026-04-22 01:09:44;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0340.txt;2026-04-22 01:09:51;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0341.txt;2026-04-22 01:09:54;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0341.txt;2026-04-22 01:09:54;STATUS inconsistente;Cancelado com data de pagamento;Médio
DOC_0342.txt;2026-04-22 01:09:56;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0343.txt;2026-04-22 01:10:04;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0344.txt;2026-04-22 01:10:06;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0345.txt;2026-04-22 01:10:08;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0347.txt;2026-04-22 01:10:18;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0348.txt;2026-04-22 01:10:26;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0350.txt;2026-04-22 01:10:31;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0352.txt;2026-04-22 01:10:41;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0353.txt;2026-04-22 01:10:43;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0353.txt;2026-04-22 01:10:43;STATUS inconsistente;Cancelado com data de pagamento;Médio
DOC_0354.txt;2026-04-22 01:10:51;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0355.txt;2026-04-22 01:10:53;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0356.txt;2026-04-22 01:11:01;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0356.txt;2026-04-22 01:11:01;STATUS inconsistente;Cancelado com data de pagamento;Médio
DOC_0357.txt;2026-04-22 01:11:03;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0359.txt;2026-04-22 01:11:14;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0360.txt;2026-04-22 01:11:21;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0362.txt;2026-04-22 01:11:26;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0364.txt;2026-04-22 01:11:36;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0364.txt;2026-04-22 01:11:36;STATUS inconsistente;Cancelado com data de pagamento;Médio
DOC_0366.txt;2026-04-22 01:11:46;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0367.txt;2026-04-22 01:11:48;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0367.txt;2026-04-22 01:11:48;STATUS inconsistente;Cancelado com data de pagamento;Médio
DOC_0368.txt;2026-04-22 01:11:50;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0369.txt;2026-04-22 01:11:58;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0369.txt;2026-04-22 01:11:58;STATUS inconsistente;Cancelado com data de pagamento;Médio
DOC_0371.txt;2026-04-22 01:12:08;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0372.txt;2026-04-22 01:12:10;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0373.txt;2026-04-22 01:12:13;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0374.txt;2026-04-22 01:12:20;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0375.txt;2026-04-22 01:12:22;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0377.txt;2026-04-22 01:12:32;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0378.txt;2026-04-22 01:12:35;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0379.txt;2026-04-22 01:12:42;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0380.txt;2026-04-22 01:12:44;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0382.txt;2026-04-22 01:12:54;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0383.txt;2026-04-22 01:13:02;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0384.txt;2026-04-22 01:13:04;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0384.txt;2026-04-22 01:13:04;STATUS inconsistente;Cancelado com data de pagamento;Médio
DOC_0385.txt;2026-04-22 01:13:07;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0386.txt;2026-04-22 01:13:09;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0387.txt;2026-04-22 01:13:17;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0388.txt;2026-04-22 01:13:19;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0390.txt;2026-04-22 01:13:29;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0391.txt;2026-04-22 01:13:36;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0392.txt;2026-04-22 01:13:39;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0393.txt;2026-04-22 01:13:41;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0394.txt;2026-04-22 01:13:44;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0395.txt;2026-04-22 01:13:51;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0396.txt;2026-04-22 01:13:53;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0398.txt;2026-04-22 01:14:03;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0399.txt;2026-04-22 01:14:11;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0400.txt;2026-04-22 01:14:13;STATUS inconsistente;Cancelado com data de pagamento;Médio
DOC_0402.txt;2026-04-22 01:14:23;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0402.txt;2026-04-22 01:14:23;STATUS inconsistente;Cancelado com data de pagamento;Médio
DOC_0405.txt;2026-04-22 01:14:35;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0406.txt;2026-04-22 01:14:38;STATUS inconsistente;Cancelado com data de pagamento;Médio
DOC_0407.txt;2026-04-22 01:14:45;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0408.txt;2026-04-22 01:14:48;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0409.txt;2026-04-22 01:14:55;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0410.txt;2026-04-22 01:14:57;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0411.txt;2026-04-22 01:15:00;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0412.txt;2026-04-22 01:15:07;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0414.txt;2026-04-22 01:15:17;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0415.txt;2026-04-22 01:15:20;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0416.txt;2026-04-22 01:15:22;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0417.txt;2026-04-22 01:15:29;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0418.txt;2026-04-22 01:15:37;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0419.txt;2026-04-22 01:15:39;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0420.txt;2026-04-22 01:15:42;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0420.txt;2026-04-22 01:15:42;STATUS inconsistente;Cancelado com data de pagamento;Médio
DOC_0421.txt;2026-04-22 01:15:44;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0422.txt;2026-04-22 01:15:52;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0423.txt;2026-04-22 01:15:59;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0423.txt;2026-04-22 01:15:59;STATUS inconsistente;Cancelado com data de pagamento;Médio
DOC_0426.txt;2026-04-22 01:16:11;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0427.txt;2026-04-22 01:16:14;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0428.txt;2026-04-22 01:16:16;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0429.txt;2026-04-22 01:16:23;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0430.txt;2026-04-22 01:16:26;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0431.txt;2026-04-22 01:16:33;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0432.txt;2026-04-22 01:16:35;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0433.txt;2026-04-22 01:16:38;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0434.txt;2026-04-22 01:16:45;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0435.txt;2026-04-22 01:16:48;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0436.txt;2026-04-22 01:16:55;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0438.txt;2026-04-22 01:17:00;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0439.txt;2026-04-22 01:17:07;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0440.txt;2026-04-22 01:17:10;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0441.txt;2026-04-22 01:17:17;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0443.txt;2026-04-22 01:17:22;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0445.txt;2026-04-22 01:17:32;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0446.txt;2026-04-22 01:17:39;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0447.txt;2026-04-22 01:17:42;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0449.txt;2026-04-22 01:17:52;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0450.txt;2026-04-22 01:17:54;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0451.txt;2026-04-22 01:17:57;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0452.txt;2026-04-22 01:18:04;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0453.txt;2026-04-22 01:18:07;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0453.txt;2026-04-22 01:18:07;STATUS inconsistente;Cancelado com data de pagamento;Médio
DOC_0454.txt;2026-04-22 01:18:14;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0455.txt;2026-04-22 01:18:16;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0456.txt;2026-04-22 01:18:24;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0457.txt;2026-04-22 01:18:26;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0458.txt;2026-04-22 01:18:29;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0459.txt;2026-04-22 01:18:36;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0461.txt;2026-04-22 01:18:41;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0462.txt;2026-04-22 01:18:49;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0462.txt;2026-04-22 01:18:49;STATUS inconsistente;Cancelado com data de pagamento;Médio
DOC_0464.txt;2026-04-22 01:18:59;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0465.txt;2026-04-22 01:19:01;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0466.txt;2026-04-22 01:19:04;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0469.txt;2026-04-22 01:19:22;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0469.txt;2026-04-22 01:19:22;STATUS inconsistente;Cancelado com data de pagamento;Médio
DOC_0470.txt;2026-04-22 01:19:29;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0470.txt;2026-04-22 01:19:29;STATUS inconsistente;Cancelado com data de pagamento;Médio
DOC_0471.txt;2026-04-22 01:19:31;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0472.txt;2026-04-22 01:19:39;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0473.txt;2026-04-22 01:19:41;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0474.txt;2026-04-22 01:19:44;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0475.txt;2026-04-22 01:19:51;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0476.txt;2026-04-22 01:19:54;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0477.txt;2026-04-22 01:19:56;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0478.txt;2026-04-22 01:20:04;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0480.txt;2026-04-22 01:20:13;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0480.txt;2026-04-22 01:20:13;STATUS inconsistente;Cancelado com data de pagamento;Médio
DOC_0481.txt;2026-04-22 01:20:16;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0482.txt;2026-04-22 01:20:18;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0483.txt;2026-04-22 01:20:26;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0484.txt;2026-04-22 01:20:28;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0486.txt;2026-04-22 01:20:38;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0487.txt;2026-04-22 01:20:45;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0489.txt;2026-04-22 01:20:50;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0490.txt;2026-04-22 01:20:58;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0491.txt;2026-04-22 01:21:00;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0492.txt;2026-04-22 01:21:03;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0493.txt;2026-04-22 01:21:10;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0494.txt;2026-04-22 01:21:13;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0495.txt;2026-04-22 01:21:20;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0496.txt;2026-04-22 01:21:23;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0500.txt;2026-04-22 01:21:43;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0501.txt;2026-04-22 01:21:45;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0502.txt;2026-04-22 01:21:47;STATUS inconsistente;Cancelado com data de pagamento;Médio
DOC_0503.txt;2026-04-22 01:21:55;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0504.txt;2026-04-22 01:21:57;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0505.txt;2026-04-22 01:22:05;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0506.txt;2026-04-22 01:22:07;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0507.txt;2026-04-22 01:22:09;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0508.txt;2026-04-22 01:22:17;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0509.txt;2026-04-22 01:22:20;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0511.txt;2026-04-22 01:22:29;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0512.txt;2026-04-22 01:22:32;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0513.txt;2026-04-22 01:22:39;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0514.txt;2026-04-22 01:22:42;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0516.txt;2026-04-22 01:22:52;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0517.txt;2026-04-22 01:22:54;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0518.txt;2026-04-22 01:22:57;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0519.txt;2026-04-22 01:23:04;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0519.txt;2026-04-22 01:23:04;STATUS inconsistente;Cancelado com data de pagamento;Médio
DOC_0520.txt;2026-04-22 01:23:07;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0521.txt;2026-04-22 01:23:14;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0522.txt;2026-04-22 01:23:17;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0523.txt;2026-04-22 01:23:19;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0524.txt;2026-04-22 01:23:26;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0526.txt;2026-04-22 01:23:36;STATUS inconsistente;Cancelado com data de pagamento;Médio
DOC_0527.txt;2026-04-22 01:23:39;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0528.txt;2026-04-22 01:23:41;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0530.txt;2026-04-22 01:23:57;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0532.txt;2026-04-22 01:24:01;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0535.txt;2026-04-22 01:24:14;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0536.txt;2026-04-22 01:24:21;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0537.txt;2026-04-22 01:24:24;NF emitida após pagamento;E:16/06/2024 P:11/06/2024;Alto
DOC_0537.txt;2026-04-22 01:24:24;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0538.txt;2026-04-22 01:24:31;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0538.txt;2026-04-22 01:24:31;STATUS inconsistente;Cancelado com data de pagamento;Médio
DOC_0540.txt;2026-04-22 01:24:36;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0541.txt;2026-04-22 01:24:43;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0542.txt;2026-04-22 01:24:46;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0543.txt;2026-04-22 01:24:53;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0544.txt;2026-04-22 01:24:56;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0546.txt;2026-04-22 01:25:06;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0547.txt;2026-04-22 01:25:08;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0548.txt;2026-04-22 01:25:15;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0550.txt;2026-04-22 01:25:25;Aprovador não reconhecido;None;Médio
DOC_0551.txt;2026-04-22 01:25:28;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0552.txt;2026-04-22 01:25:35;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0553.txt;2026-04-22 01:25:38;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0554.txt;2026-04-22 01:25:40;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0555.txt;2026-04-22 01:25:48;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0556.txt;2026-04-22 01:25:50;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0557.txt;2026-04-22 01:25:53;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0557.txt;2026-04-22 01:25:53;STATUS inconsistente;Cancelado com data de pagamento;Médio
DOC_0558.txt;2026-04-22 01:26:00;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0558.txt;2026-04-22 01:26:00;STATUS inconsistente;Cancelado com data de pagamento;Médio
DOC_0559.txt;2026-04-22 01:26:03;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0560.txt;2026-04-22 01:26:10;STATUS inconsistente;Cancelado com data de pagamento;Médio
DOC_0561.txt;2026-04-22 01:26:12;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0562.txt;2026-04-22 01:26:20;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0562.txt;2026-04-22 01:26:20;STATUS inconsistente;Cancelado com data de pagamento;Médio
DOC_0564.txt;2026-04-22 01:26:25;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0564.txt;2026-04-22 01:26:25;STATUS inconsistente;Cancelado com data de pagamento;Médio
DOC_0565.txt;2026-04-22 01:26:32;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0567.txt;2026-04-22 01:26:37;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0568.txt;2026-04-22 01:26:45;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0570.txt;2026-04-22 01:26:54;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0571.txt;2026-04-22 01:26:57;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0573.txt;2026-04-22 01:27:07;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0574.txt;2026-04-22 01:27:09;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0575.txt;2026-04-22 01:27:17;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0576.txt;2026-04-22 01:27:19;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0578.txt;2026-04-22 01:27:29;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0579.txt;2026-04-22 01:27:31;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0580.txt;2026-04-22 01:27:39;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0581.txt;2026-04-22 01:27:41;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0584.txt;2026-04-22 01:27:53;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0585.txt;2026-04-22 01:27:56;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0587.txt;2026-04-22 01:28:06;STATUS inconsistente;Cancelado com data de pagamento;Médio
DOC_0589.txt;2026-04-22 01:28:15;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0590.txt;2026-04-22 01:28:18;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0590.txt;2026-04-22 01:28:18;STATUS inconsistente;Cancelado com data de pagamento;Médio
DOC_0592.txt;2026-04-22 01:28:28;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0592.txt;2026-04-22 01:28:28;STATUS inconsistente;Cancelado com data de pagamento;Médio
DOC_0593.txt;2026-04-22 01:28:35;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0594.txt;2026-04-22 01:28:37;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0595.txt;2026-04-22 01:28:40;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0597.txt;2026-04-22 01:28:50;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0598.txt;2026-04-22 01:28:57;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0599.txt;2026-04-22 01:29:00;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0600.txt;2026-04-22 01:29:02;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0602.txt;2026-04-22 01:29:12;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0603.txt;2026-04-22 01:29:19;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0606.txt;2026-04-22 01:29:32;Aprovador não reconhecido;Ana Beatriz;Médio
DOC_0607.txt;2026-04-22 01:29:34;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0608.txt;2026-04-22 01:29:37;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0609.txt;2026-04-22 01:29:44;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0610.txt;2026-04-22 01:29:47;Aprovador não reconhecido;Roberto Lima;Médio
DOC_0611.txt;2026-04-22 01:29:54;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0612.txt;2026-04-22 01:29:57;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0613.txt;2026-04-22 01:30:04;Aprovador não reconhecido;Fernanda Costa;Médio
DOC_0614.txt;2026-04-22 01:30:06;Aprovador não reconhecido;Carlos Mendes;Médio
DOC_0615.txt;2026-04-22 01:30:09;Aprovador não reconhecido;Fernanda Costa;Médio
